sentence_text_en,target_keyword,target_phoneme,question_text_en,correct_answer_en,acoustic_foil_en,semantic_foil_en,scenario,difficulty,source_row_id,source_language,target_language,translation_status,sentence_text_es,question_text_es,correct_answer_es,acoustic_foil_es,semantic_foil_es
The savings account offers three point five percent interest.,Three,/θ/,What is the interest rate?,Three point five,Free point five,Four point five,Finance,3,724,en,es,machine_translated,La cuenta de ahorros ofrece un interés del tres coma cinco por ciento.,¿Cuál es la tasa de interés?,tres punto cinco,Punto cinco gratis,cuatro punto cinco
The quarterly dividend was thirteen cents per share.,Thirteen,/θ/,What was the dividend?,Thirteen cents,Thirty cents,Fourteen cents,Finance,3,725,en,es,machine_translated,El dividendo trimestral fue de trece centavos por acción.,¿Cuál fue el dividendo?,trece centavos,treinta centavos,catorce centavos
The mortgage rate dropped to four point three percent.,Three,/θ/,What is the mortgage rate?,Four point three,Four point free,Five point three,Finance,3,726,en,es,machine_translated,"El tipo hipotecario cayó al cuatro, tres por ciento.",¿Cuál es la tasa hipotecaria?,cuatro punto tres,Cuatro puntos gratis,cinco punto tres
The theater production of Macbeth opens on Thursday.,Thursday,/θ/,When does the show open?,Thursday,Thirsty,Friday,Entertainment,3,727,en,es,machine_translated,El jueves se estrena la producción teatral de Macbeth.,¿Cuándo abre el espectáculo?,Jueves,Sediento,Viernes
The symphony performance features Beethoven's Fifth.,Fifth,/f/,Whose work is featured?,Beethoven's Fifth,Beethoven's Filth,Beethoven's Fourth,Entertainment,3,728,en,es,machine_translated,La interpretación sinfónica presenta la Quinta de Beethoven.,¿De quién es el trabajo que se presenta?,La Quinta de Beethoven,La inmundicia de Beethoven,La Cuarta de Beethoven
The film festival showcases thirty five independent movies.,Thirty,/θ/,How many movies?,Thirty five,Dirty five,Twenty five,Entertainment,3,729,en,es,machine_translated,El festival de cine presenta treinta y cinco películas independientes.,¿Cuántas películas?,treinta y cinco,cinco sucios,Veinticinco
The museum exhibit has over three thousand artifacts.,Three,/θ/,How many artifacts?,Three thousand,Free thousand,Five thousand,Entertainment,3,730,en,es,machine_translated,La exposición del museo cuenta con más de tres mil artefactos.,¿Cuántos artefactos?,tres mil,mil gratis,Cinco mil
The scholarship covers tuition for four semesters.,Four,/f/,How many semesters?,Four,Floor,Five,Education,2,731,en,es,machine_translated,La beca cubre la matrícula durante cuatro semestres.,¿Cuantos semestres?,cuatro,Piso,Cinco
The thesis defense is scheduled for February thirteenth.,Thirteenth,/θ/,When is the defense?,February thirteenth,February thirtieth,March thirteenth,Education,4,732,en,es,machine_translated,La defensa de la tesis está prevista para el día 13 de febrero.,¿Cuándo es la defensa?,trece de febrero,treinta de febrero,trece de marzo
The professor's office hours are Thursdays from three to five.,Thursdays,/θ/,When are office hours?,Thursdays,Birthdays,Wednesdays,Education,3,733,en,es,machine_translated,El horario de atención del profesor es los jueves de tres a cinco.,¿Cuándo es el horario de oficina?,jueves,cumpleaños,miércoles
The oven should be preheated to three hundred seventy five.,Three,/θ/,What temperature should the oven be?,Three hundred seventy five,Free hundred seventy five,Four hundred,Cooking,3,734,en,es,machine_translated,El horno debe precalentarse a trescientos setenta y cinco.,¿Qué temperatura debe tener el horno?,trescientos setenta y cinco,Gratis ciento setenta y cinco,Cuatrocientos
The cake recipe requires three fourths cup of sugar.,Fourths,/f/,How much sugar is needed?,Three fourths cup,Three force cup,One half cup,Cooking,3,735,en,es,machine_translated,La receta del pastel requiere tres cuartos de taza de azúcar.,¿Cuánta azúcar se necesita?,Taza tres cuartos,Copa de tres fuerzas,media taza
The bread dough should rise for at least thirty minutes.,Thirty,/θ/,How long should the dough rise?,Thirty minutes,Dirty minutes,Twenty minutes,Cooking,2,736,en,es,machine_translated,La masa de pan debe fermentar durante al menos treinta minutos.,¿Cuánto tiempo debe subir la masa?,treinta minutos,minutos sucios,veinte minutos
The vehicle inspection is due on the fifteenth of March.,Fifteenth,/f/,When is the inspection due?,Fifteenth,Fiftieth,Thirteenth,Automotive,3,737,en,es,machine_translated,La inspección del vehículo vence el quince de marzo.,¿Cuándo vence la inspección?,Decimoquinto,Quincuagésimo,Decimotercero
The transmission fluid should be changed every thirty thousand.,Thirty,/θ/,How often should the fluid be changed?,Thirty thousand,Dirty thousand,Twenty thousand,Automotive,3,738,en,es,machine_translated,El líquido de la transmisión debe cambiarse cada treinta mil.,¿Con qué frecuencia se debe cambiar el líquido?,treinta mil,Mil sucios,veinte mil
The tire rotation costs about forty five dollars.,Forty,/f/,How much is the rotation?,Forty five dollars,Fourteen dollars,Fifty five dollars,Automotive,3,739,en,es,machine_translated,La rotación de neumáticos cuesta unos cuarenta y cinco dólares.,¿De cuánto es la rotación?,cuarenta y cinco dolares,catorce dolares,cincuenta y cinco dolares
The charcoal sketch class meets every Thursday evening.,Charcoal,/tʃ/,When does the class meet?,Thursday,Thirsty,Wednesday,Art,3,740,en,es,machine_translated,La clase de dibujo al carboncillo se reúne todos los jueves por la noche.,¿Cuándo se reúne la clase?,Jueves,Sediento,Miércoles
The gallery features thirty seven contemporary sculptures.,Thirty,/θ/,How many sculptures?,Thirty seven,Dirty seven,Twenty seven,Art,3,741,en,es,machine_translated,La galería presenta treinta y siete esculturas contemporáneas.,¿Cuántas esculturas?,treinta y siete,siete sucios,veintisiete
The photography exhibition runs through February twenty eighth.,February,/f/,When does the exhibition run through?,February twenty eighth,February twenty eight,March twenty eighth,Art,4,742,en,es,machine_translated,La exposición de fotografía estará abierta hasta el veintiocho de febrero.,¿Cuándo termina la exposición?,veintiocho de febrero,veintiocho de febrero,veintiocho de marzo
The veterinarian is open Thursdays from eight to five.,Thursdays,/θ/,When is the vet open?,Thursdays,Birthdays,Wednesdays,Pets,3,743,en,es,machine_translated,El veterinario abre los jueves de ocho a cinco.,¿Cuándo abre el veterinario?,jueves,cumpleaños,miércoles
The shelter's adoption fee is seventy five dollars.,Seventy,/s/,What is the adoption fee?,Seventy five,Seventeen five,Sixty five,Pets,3,744,en,es,machine_translated,La tarifa de adopción del refugio es de setenta y cinco dólares.,¿Cuál es la tarifa de adopción?,setenta y cinco,diecisiete cinco,sesenta y cinco
The kitten's first vaccination is at three months old.,Vaccination,/v/,When is the first vaccination?,Three months,Free months,Four months,Pets,3,745,en,es,machine_translated,La primera vacuna del gatito es a los tres meses.,¿Cuándo es la primera vacuna?,tres meses,Meses gratis,cuatro meses
The venue holds three hundred and fifty guests maximum.,Three,/θ/,How many guests can the venue hold?,Three hundred fifty,Free hundred fifty,Four hundred fifty,Events,3,746,en,es,machine_translated,El recinto tiene capacidad para un máximo de trescientos cincuenta invitados.,¿Cuántos invitados puede albergar el lugar?,trescientos cincuenta,Gratis ciento cincuenta,cuatrocientos cincuenta
The bridal shower is at Smith's house at two thirty.,Thirty,/θ/,What time is the shower?,Two thirty,Two dirty,Three thirty,Events,2,747,en,es,machine_translated,La despedida de soltera es en casa de Smith a las dos y media.,¿A qué hora es la ducha?,Dos y media,dos sucios,tres y media
The graduation ceremony lasts approximately three hours.,Three,/θ/,How long is the ceremony?,Three hours,Free hours,Four hours,Events,3,748,en,es,machine_translated,La ceremonia de graduación tiene una duración aproximada de tres horas.,¿Cuánto dura la ceremonia?,tres horas,Horas libres,cuatro horas
The check-in desk is on the third floor of the hotel.,Third,/θ/,Which floor is the check-in desk on?,Third,Bird,Fourth,Hotel,3,749,en,es,machine_translated,El mostrador de facturación se encuentra en el tercer piso del hotel.,¿En qué piso está el mostrador de facturación?,Tercero,Pájaro,Cuatro
Could you send fresh towels to room three fifteen?,Fresh,/f/,What should be sent to the room?,Fresh towels,French towels,Clean sheets,Hotel,2,750,en,es,machine_translated,¿Podrías enviar toallas limpias a la habitación tres quince?,¿Qué se debe enviar a la habitación?,toallas limpias,toallas francesas,Sábanas limpias
The continental breakfast is served from six to ten thirty.,Thirty,/θ/,Until what time is breakfast served?,Ten thirty,Ten dirty,Nine thirty,Hotel,2,751,en,es,machine_translated,El desayuno continental se sirve de seis a diez y media.,¿Hasta qué hora se sirve el desayuno?,diez y media,diez sucios,nueve treinta
We would like a room with a view of the south shore.,South,/s/,What kind of view do they want?,South shore,South store,North shore,Hotel,3,752,en,es,machine_translated,Nos gustaría una habitación con vistas a la costa sur.,¿Qué tipo de vista quieren?,Costa sur,tienda sur,costa norte
The valet parking service costs thirty five dollars per night.,Thirty,/θ/,How much is valet parking?,Thirty five dollars,Dirty five dollars,Twenty five dollars,Hotel,3,753,en,es,machine_translated,El servicio de valet parking cuesta treinta y cinco dólares por noche.,¿Cuánto cuesta el servicio de aparcacoches?,treinta y cinco dolares,Cinco dólares sucios,veinticinco dolares
The fitness center on the fourth floor is open until eleven.,Fourth,/f/,Which floor is the fitness center on?,Fourth,Force,Fifth,Hotel,2,754,en,es,machine_translated,El gimnasio del cuarto piso está abierto hasta las once.,¿En qué piso está el gimnasio?,Cuatro,Fuerza,Quinto
Please confirm your checkout time with the front desk by Thursday.,Thursday,/θ/,When should you confirm by?,Thursday,Thirsty,Friday,Hotel,3,755,en,es,machine_translated,Confirme su hora de salida con la recepción antes del jueves.,¿Cuándo deberías confirmar?,Jueves,Sediento,Viernes
The concierge recommended a French restaurant three blocks south.,French,/f/,What kind of restaurant was recommended?,French,Trench,Italian,Hotel,3,756,en,es,machine_translated,El conserje me recomendó un restaurante francés tres manzanas al sur.,¿Qué tipo de restaurante me recomendaron?,Francés,Zanja,italiano
The housekeeping service visits between ten and three each day.,Three,/θ/,Until what time does housekeeping visit?,Three,Free,Four,Hotel,2,757,en,es,machine_translated,El servicio de limpieza visita entre diez y tres cada día.,¿Hasta qué hora visita el servicio de limpieza?,Tres,Gratis,cuatro
The suite on the seventh floor has a balcony with a city view.,Seventh,/s/,Which floor has the suite?,Seventh,Eleventh,Sixth,Hotel,3,758,en,es,machine_translated,La suite del séptimo piso tiene un balcón con vista a la ciudad.,¿Qué piso tiene la suite?,Séptimo,Undécimo,Sexto
The mechanic thinks the transmission needs a complete flush.,Flush,/f/,What does the transmission need?,Flush,Blush,Replacement,Car Repair,3,759,en,es,machine_translated,El mecánico cree que la transmisión necesita un lavado completo.,¿Qué necesita la transmisión?,Enjuagar,Rubor,Reemplazo
The front brakes should be replaced within the next five thousand miles.,Five,/f/,When should the brakes be replaced?,Within five thousand,Within hive thousand,Within three thousand,Car Repair,3,760,en,es,machine_translated,Los frenos delanteros deberían reemplazarse dentro de las próximas cinco mil millas.,¿Cuándo se deben reemplazar los frenos?,Dentro de cinco mil,Dentro de la colmena mil,dentro de tres mil
The shop charges seventy five dollars an hour for labor.,Seventy,/s/,How much is the hourly rate?,Seventy five,Seventeen five,Sixty five,Car Repair,3,761,en,es,machine_translated,El taller cobra setenta y cinco dólares la hora de mano de obra.,¿A cuánto asciende la tarifa por hora?,setenta y cinco,diecisiete cinco,sesenta y cinco
The catalytic converter failed the emissions test on Thursday.,Thursday,/θ/,When did the test fail?,Thursday,Thirsty,Wednesday,Car Repair,3,762,en,es,machine_translated,El convertidor catalítico no pasó la prueba de emisiones del jueves.,¿Cuándo falló la prueba?,Jueves,Sediento,Miércoles
Your vehicle needs a new thermostat for the cooling system.,Thermostat,/θ/,What does the vehicle need?,Thermostat,Thermometer,Radiator,Car Repair,3,763,en,es,machine_translated,Su vehículo necesita un nuevo termostato para el sistema de refrigeración.,¿Qué necesita el vehículo?,Termostato,Termómetro,Radiador
The estimate for the body work is three thousand two hundred.,Three,/θ/,What is the estimate?,Three thousand two hundred,Free thousand two hundred,Five thousand two hundred,Car Repair,4,764,en,es,machine_translated,El presupuesto para la carrocería es de tres mil doscientos.,¿Cuál es la estimación?,tres mil doscientos,Gratis mil doscientos,cinco mil doscientos
The fuel injector should be cleaned every thirty thousand miles.,Thirty,/θ/,How often should it be cleaned?,Thirty thousand,Dirty thousand,Twenty thousand,Car Repair,3,765,en,es,machine_translated,El inyector de combustible debe limpiarse cada treinta mil millas.,¿Con qué frecuencia se debe limpiar?,treinta mil,Mil sucios,veinte mil
The serpentine belt shows signs of excessive wear.,Excessive,/s/,What kind of wear does the belt show?,Excessive,Expressive,Moderate,Car Repair,4,766,en,es,machine_translated,La correa serpentina presenta signos de desgaste excesivo.,¿Qué tipo de desgaste presenta el cinturón?,Excesivo,Expresivo,Moderado
The alignment service takes about forty five minutes.,Forty,/f/,How long does the service take?,Forty five minutes,Fourteen minutes,Thirty five minutes,Car Repair,3,767,en,es,machine_translated,El servicio de alineación dura unos cuarenta y cinco minutos.,¿Cuanto tiempo dura el servicio?,cuarenta y cinco minutos,catorce minutos,treinta y cinco minutos
